Date,Lst Trd/Lst Prxx,Time,Trading Day,Closing,Relative Closing,Weekday,Relative Time,,,,,,,,,
10/1/2025 22:50,104-10,10:50:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,4:50:00 AM,,,,,,,,,
10/1/2025 22:55,104-10,10:55:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,4:55:00 AM,,,,,,,,,
10/1/2025 23:00,104-09?,11:00:00 PM,10/1/2025,104.31,-0.015625,Wednesday,5:00:00 AM,,,,,,,,,
10/1/2025 23:05,104-09?,11:05:00 PM,10/1/2025,104.31,-0.015625,Wednesday,5:05:00 AM,,,,,,,,,
10/1/2025 23:10,104-10,11:10:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,5:10:00 AM,,,,,,,,,
10/1/2025 23:15,104-10,11:15:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,5:15:00 AM,,,,,,,,,
10/1/2025 23:20,104-10,11:20:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,5:20:00 AM,,,,,,,,,
10/1/2025 23:25,104-09?,11:25:00 PM,10/1/2025,104.31,-0.015625,Wednesday,5:25:00 AM,,,,,,,,,
10/1/2025 23:30,104-10,11:30:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,5:30:00 AM,,,,,,,,,
10/1/2025 23:35,104-09?,11:35:00 PM,10/1/2025,104.31,-0.015625,Wednesday,5:35:00 AM,,,,,,,,,
10/1/2025 23:40,104-09?,11:40:00 PM,10/1/2025,104.31,-0.015625,Wednesday,5:40:00 AM,,,,,,,,,
10/1/2025 23:45,104-09¾,11:45:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,5:45:00 AM,,,,,,,,,
10/1/2025 23:50,104-09?,11:50:00 PM,10/1/2025,104.31,-0.015625,Wednesday,5:50:00 AM,,,,,,,,,
10/1/2025 23:55,104-09¾,11:55:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,5:55:00 AM,,,,,,,,,
10/2/2025 0:00,104-09¾,12:00:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,6:00:00 AM,,,,,,,,,
10/2/2025 0:05,104-09?,12:05:00 AM,10/1/2025,104.31,-0.015625,Wednesday,6:05:00 AM,,,,,,,,,
10/2/2025 0:10,104-09¾,12:10:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,6:10:00 AM,,,,,,,,,
10/2/2025 0:15,104-09?,12:15:00 AM,10/1/2025,104.31,-0.015625,Wednesday,6:15:00 AM,,,,,,,,,
10/2/2025 0:20,104-09?,12:20:00 AM,10/1/2025,104.31,-0.015625,Wednesday,6:20:00 AM,,,,,,,,,
10/2/2025 0:25,104-09¾,12:25:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,6:25:00 AM,,,,,,,,,
10/2/2025 0:30,104-09¾,12:30:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,6:30:00 AM,,,,,,,,,
10/2/2025 0:40,104-09?,12:40:00 AM,10/1/2025,104.31,-0.015625,Wednesday,6:40:00 AM,,,,,,,,,
10/2/2025 0:45,104-09?,12:45:00 AM,10/1/2025,104.31,-0.015625,Wednesday,6:45:00 AM,,,,,,,,,
10/2/2025 0:50,104-10,12:50:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,6:50:00 AM,,,,,,,,,
10/2/2025 0:55,104-10,12:55:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,6:55:00 AM,,,,,,,,,
10/2/2025 1:00,104-10,1:00:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,7:00:00 AM,,,,,,,,,
10/2/2025 1:05,104-09?,1:05:00 AM,10/1/2025,104.31,-0.015625,Wednesday,7:05:00 AM,,,,,,,,,
10/2/2025 1:15,104-09?,1:15:00 AM,10/1/2025,104.31,-0.015625,Wednesday,7:15:00 AM,,,,,,,,,
10/2/2025 1:20,104-10,1:20:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,7:20:00 AM,,,,,,,,,
10/2/2025 1:25,104-10,1:25:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,7:25:00 AM,,,,,,,,,
10/2/2025 1:40,104-09?,1:40:00 AM,10/1/2025,104.31,-0.015625,Wednesday,7:40:00 AM,,,,,,,,,
10/2/2025 1:45,104-09?,1:45:00 AM,10/1/2025,104.31,-0.015625,Wednesday,7:45:00 AM,,,,,,,,,
10/2/2025 1:50,104-09¾,1:50:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,7:50:00 AM,,,,,,,,,
10/2/2025 1:55,104-09¾,1:55:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,7:55:00 AM,,,,,,,,,
10/2/2025 2:00,104-09?,2:00:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:00:00 AM,,,,,,,,,
10/2/2025 2:05,104-09?,2:05:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:05:00 AM,,,,,,,,,
10/2/2025 2:10,104-09?,2:10:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:10:00 AM,,,,,,,,,
10/2/2025 2:15,104-09?,2:15:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:15:00 AM,,,,,,,,,
10/2/2025 2:20,104-09¾,2:20:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,8:20:00 AM,,,,,,,,,
10/2/2025 2:25,104-09?,2:25:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:25:00 AM,,,,,,,,,
10/2/2025 2:30,104-09?,2:30:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:30:00 AM,,,,,,,,,
10/2/2025 2:35,104-09?,2:35:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:35:00 AM,,,,,,,,,
10/2/2025 2:40,104-09?,2:40:00 AM,10/1/2025,104.31,-0.015625,Wednesday,8:40:00 AM,,,,,,,,,
10/2/2025 2:45,104-09¾,2:45:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,8:45:00 AM,,,,,,,,,
10/2/2025 2:50,104-09¾,2:50:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,8:50:00 AM,,,,,,,,,
10/2/2025 2:55,104-10,2:55:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,8:55:00 AM,,,,,,,,,
10/2/2025 3:00,104-09?,3:00:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:00:00 AM,,,,,,,,,
10/2/2025 3:05,104-09?,3:05:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:05:00 AM,,,,,,,,,
10/2/2025 3:10,104-09?,3:10:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:10:00 AM,,,,,,,,,
10/2/2025 3:15,104-09?,3:15:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:15:00 AM,,,,,,,,,
10/2/2025 3:20,104-09¾,3:20:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,9:20:00 AM,,,,,,,,,
10/2/2025 3:25,104-09?,3:25:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:25:00 AM,,,,,,,,,
10/2/2025 3:30,104-09?,3:30:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:30:00 AM,,,,,,,,,
10/2/2025 3:35,104-09?,3:35:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:35:00 AM,,,,,,,,,
10/2/2025 3:40,104-10,3:40:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,9:40:00 AM,,,,,,,,,
10/2/2025 3:45,104-09?,3:45:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:45:00 AM,,,,,,,,,
10/2/2025 3:50,104-09?,3:50:00 AM,10/1/2025,104.31,-0.015625,Wednesday,9:50:00 AM,,,,,,,,,
10/2/2025 3:55,104-09¾,3:55:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,9:55:00 AM,,,,,,,,,
10/2/2025 4:00,104-09?,4:00:00 AM,10/1/2025,104.30,-0.0234375,Wednesday,10:00:00 AM,,,,,,,,,
10/2/2025 4:05,104-09?,4:05:00 AM,10/1/2025,104.31,-0.015625,Wednesday,10:05:00 AM,,,,,,,,,
10/2/2025 4:10,104-10,4:10:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:10:00 AM,,,,,,,,,
10/2/2025 4:15,104-10,4:15:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:15:00 AM,,,,,,,,,
10/2/2025 4:20,104-10,4:20:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:20:00 AM,,,,,,,,,
10/2/2025 4:25,104-10,4:25:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:25:00 AM,,,,,,,,,
10/2/2025 4:30,104-10,4:30:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:30:00 AM,,,,,,,,,
10/2/2025 4:35,104-10,4:35:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:35:00 AM,,,,,,,,,
10/2/2025 4:40,104-10,4:40:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:40:00 AM,,,,,,,,,
10/2/2025 4:45,104-10?,4:45:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,10:45:00 AM,,,,,,,,,
10/2/2025 4:50,104-10,4:50:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,10:50:00 AM,,,,,,,,,
10/2/2025 4:55,104-09¾,4:55:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,10:55:00 AM,,,,,,,,,
10/2/2025 5:00,104-09?,5:00:00 AM,10/1/2025,104.31,-0.015625,Wednesday,11:00:00 AM,,,,,,,,,
10/2/2025 5:05,104-10,5:05:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,11:05:00 AM,,,,,,,,,
10/2/2025 5:10,104-10,5:10:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,11:10:00 AM,,,,,,,,,
10/2/2025 5:15,104-10?,5:15:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,11:15:00 AM,,,,,,,,,
10/2/2025 5:20,104-10,5:20:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,11:20:00 AM,,,,,,,,,
10/2/2025 5:25,104-10?,5:25:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,11:25:00 AM,,,,,,,,,
10/2/2025 5:30,104-10¼,5:30:00 AM,10/1/2025,104.32,-0.00390625,Wednesday,11:30:00 AM,,,,,,,,,
10/2/2025 5:35,104-10¼,5:35:00 AM,10/1/2025,104.32,-0.00390625,Wednesday,11:35:00 AM,,,,,,,,,
10/2/2025 5:40,104-10¼,5:40:00 AM,10/1/2025,104.32,-0.00390625,Wednesday,11:40:00 AM,,,,,,,,,
10/2/2025 5:45,104-10?,5:45:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,11:45:00 AM,,,,,,,,,
10/2/2025 5:50,104-10?,5:50:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,11:50:00 AM,,,,,,,,,
10/2/2025 5:55,104-10?,5:55:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,11:55:00 AM,,,,,,,,,
10/2/2025 6:00,104-10,6:00:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,12:00:00 PM,,,,,,,,,
10/2/2025 6:05,104-09?,6:05:00 AM,10/1/2025,104.31,-0.015625,Wednesday,12:05:00 PM,,,,,,,,,
10/2/2025 6:10,104-10,6:10:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,12:10:00 PM,,,,,,,,,
10/2/2025 6:15,104-10,6:15:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,12:15:00 PM,,,,,,,,,
10/2/2025 6:20,104-10,6:20:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,12:20:00 PM,,,,,,,,,
10/2/2025 6:25,104-10,6:25:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,12:25:00 PM,,,,,,,,,
10/2/2025 6:30,104-10?,6:30:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,12:30:00 PM,,,,,,,,,
10/2/2025 6:35,104-10?,6:35:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,12:35:00 PM,,,,,,,,,
10/2/2025 6:40,104-10?,6:40:00 AM,10/1/2025,104.32,-0.0078125,Wednesday,12:40:00 PM,,,,,,,,,
10/2/2025 6:45,104-09?,6:45:00 AM,10/1/2025,104.31,-0.015625,Wednesday,12:45:00 PM,,,,,,,,,
10/2/2025 6:50,104-09?,6:50:00 AM,10/1/2025,104.31,-0.015625,Wednesday,12:50:00 PM,,,,,,,,,
10/2/2025 6:55,104-09?,6:55:00 AM,10/1/2025,104.31,-0.015625,Wednesday,12:55:00 PM,,,,,,,,,
10/2/2025 7:00,104-10,7:00:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,1:00:00 PM,,,,,,,,,
10/2/2025 7:05,104-10,7:05:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,1:05:00 PM,,,,,,,,,
10/2/2025 7:10,104-10,7:10:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,1:10:00 PM,,,,,,,,,
10/2/2025 7:15,104-10,7:15:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,1:15:00 PM,,,,,,,,,
10/2/2025 7:20,104-10,7:20:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,1:20:00 PM,,,,,,,,,
10/2/2025 7:25,104-10,7:25:00 AM,10/1/2025,104.31,-0.01171875,Wednesday,1:25:00 PM,,,,,,,,,
10/2/2025 7:30,104-09¾,7:30:00 AM,10/1/2025,104.30,-0.01953125,Wednesday,1:30:00 PM,,,,,,,,,
10/2/2025 7:35,104-09?,7:35:00 AM,10/1/2025,104.30,-0.0234375,Wednesday,1:35:00 PM,,,,,,,,,
10/2/2025 7:40,104-09+,7:40:00 AM,10/1/2025,104.30,-0.02734375,Wednesday,1:40:00 PM,,,,,,,,,
10/2/2025 7:45,104-09?,7:45:00 AM,10/1/2025,104.29,-0.03125,Wednesday,1:45:00 PM,,,,,,,,,
10/2/2025 7:50,104-09¼,7:50:00 AM,10/1/2025,104.29,-0.03515625,Wednesday,1:50:00 PM,,,,,,,,,
10/2/2025 7:55,104-09?,7:55:00 AM,10/1/2025,104.29,-0.03125,Wednesday,1:55:00 PM,,,,,,,,,
10/2/2025 8:00,104-09+,8:00:00 AM,10/1/2025,104.30,-0.02734375,Wednesday,2:00:00 PM,,,,,,,,,
10/2/2025 8:05,104-09+,8:05:00 AM,10/1/2025,104.30,-0.02734375,Wednesday,2:05:00 PM,,,,,,,,,
10/2/2025 8:10,104-09?,8:10:00 AM,10/1/2025,104.29,-0.03125,Wednesday,2:10:00 PM,,,,,,,,,
10/2/2025 8:15,104-09¼,8:15:00 AM,10/1/2025,104.29,-0.03515625,Wednesday,2:15:00 PM,,,,,,,,,
10/2/2025 8:20,104-09?,8:20:00 AM,10/1/2025,104.29,-0.03125,Wednesday,2:20:00 PM,,,,,,,,,
10/2/2025 8:25,104-09?,8:25:00 AM,10/1/2025,104.29,-0.03125,Wednesday,2:25:00 PM,,,,,,,,,
10/2/2025 8:30,104-09,8:30:00 AM,10/1/2025,104.28,-0.04296875,Wednesday,2:30:00 PM,,,,,,,,,
10/2/2025 8:35,104-09,8:35:00 AM,10/1/2025,104.28,-0.04296875,Wednesday,2:35:00 PM,,,,,,,,,
10/2/2025 8:40,104-08?,8:40:00 AM,10/1/2025,104.26,-0.0625,Wednesday,2:40:00 PM,,,,,,,,,
10/2/2025 8:45,104-08,8:45:00 AM,10/1/2025,104.25,-0.07421875,Wednesday,2:45:00 PM,,,,,,,,,
10/2/2025 8:50,104-08¼,8:50:00 AM,10/1/2025,104.26,-0.06640625,Wednesday,2:50:00 PM,,,,,,,,,
10/2/2025 8:55,104-08¼,8:55:00 AM,10/1/2025,104.26,-0.06640625,Wednesday,2:55:00 PM,,,,,,,,,
10/2/2025 9:00,104-08?,9:00:00 AM,10/1/2025,104.26,-0.0625,Wednesday,3:00:00 PM,,,,,,,,,
10/2/2025 9:05,104-08+,9:05:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,3:05:00 PM,,,,,,,,,
10/2/2025 9:10,104-08?,9:10:00 AM,10/1/2025,104.26,-0.0625,Wednesday,3:10:00 PM,,,,,,,,,
10/2/2025 9:15,104-08?,9:15:00 AM,10/1/2025,104.26,-0.0625,Wednesday,3:15:00 PM,,,,,,,,,
10/2/2025 9:20,104-08¼,9:20:00 AM,10/1/2025,104.26,-0.06640625,Wednesday,3:20:00 PM,,,,,,,,,
10/2/2025 9:25,104-08?,9:25:00 AM,10/1/2025,104.26,-0.0625,Wednesday,3:25:00 PM,,,,,,,,,
10/2/2025 9:30,104-08+,9:30:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,3:30:00 PM,,,,,,,,,
10/2/2025 9:35,104-08?,9:35:00 AM,10/1/2025,104.25,-0.0703125,Wednesday,3:35:00 PM,,,,,,,,,
10/2/2025 9:40,104-08,9:40:00 AM,10/1/2025,104.25,-0.07421875,Wednesday,3:40:00 PM,,,,,,,,,
10/2/2025 9:45,104-08?,9:45:00 AM,10/1/2025,104.25,-0.0703125,Wednesday,3:45:00 PM,,,,,,,,,
10/2/2025 9:50,104-08?,9:50:00 AM,10/1/2025,104.26,-0.0625,Wednesday,3:50:00 PM,,,,,,,,,
10/2/2025 9:55,104-08?,9:55:00 AM,10/1/2025,104.26,-0.0625,Wednesday,3:55:00 PM,,,,,,,,,
10/2/2025 10:00,104-08+,10:00:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,4:00:00 PM,,,,,,,,,
10/2/2025 10:05,104-08?,10:05:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,4:05:00 PM,,,,,,,,,
10/2/2025 10:10,104-08?,10:10:00 AM,10/1/2025,104.26,-0.0625,Wednesday,4:10:00 PM,,,,,,,,,
10/2/2025 10:15,104-08?,10:15:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,4:15:00 PM,,,,,,,,,
10/2/2025 10:20,104-08?,10:20:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,4:20:00 PM,,,,,,,,,
10/2/2025 10:25,104-08¾,10:25:00 AM,10/1/2025,104.27,-0.05078125,Wednesday,4:25:00 PM,,,,,,,,,
10/2/2025 10:30,104-08?,10:30:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,4:30:00 PM,,,,,,,,,
10/2/2025 10:35,104-08?,10:35:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,4:35:00 PM,,,,,,,,,
10/2/2025 10:40,104-08+,10:40:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,4:40:00 PM,,,,,,,,,
10/2/2025 10:45,104-08+,10:45:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,4:45:00 PM,,,,,,,,,
10/2/2025 10:50,104-08?,10:50:00 AM,10/1/2025,104.26,-0.0625,Wednesday,4:50:00 PM,,,,,,,,,
10/2/2025 10:55,104-08+,10:55:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,4:55:00 PM,,,,,,,,,
10/2/2025 11:00,104-08+,11:00:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,5:00:00 PM,,,,,,,,,
10/2/2025 11:05,104-08+,11:05:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,5:05:00 PM,,,,,,,,,
10/2/2025 11:10,104-08?,11:10:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,5:10:00 PM,,,,,,,,,
10/2/2025 11:15,104-08?,11:15:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,5:15:00 PM,,,,,,,,,
10/2/2025 11:20,104-08?,11:20:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,5:20:00 PM,,,,,,,,,
10/2/2025 11:25,104-08?,11:25:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,5:25:00 PM,,,,,,,,,
10/2/2025 11:30,104-08?,11:30:00 AM,10/1/2025,104.27,-0.0546875,Wednesday,5:30:00 PM,,,,,,,,,
10/2/2025 11:35,104-08?,11:35:00 AM,10/1/2025,104.26,-0.0625,Wednesday,5:35:00 PM,,,,,,,,,
10/2/2025 11:40,104-08?,11:40:00 AM,10/1/2025,104.26,-0.0625,Wednesday,5:40:00 PM,,,,,,,,,
10/2/2025 11:45,104-08+,11:45:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,5:45:00 PM,,,,,,,,,
10/2/2025 11:50,104-08+,11:50:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,5:50:00 PM,,,,,,,,,
10/2/2025 11:55,104-08+,11:55:00 AM,10/1/2025,104.27,-0.05859375,Wednesday,5:55:00 PM,,,,,,,,,
10/2/2025 12:00,104-08¾,12:00:00 PM,10/1/2025,104.27,-0.05078125,Wednesday,6:00:00 PM,,,,,,,,,
10/2/2025 12:05,104-08¾,12:05:00 PM,10/1/2025,104.27,-0.05078125,Wednesday,6:05:00 PM,,,,,,,,,
10/2/2025 12:10,104-09,12:10:00 PM,10/1/2025,104.28,-0.04296875,Wednesday,6:10:00 PM,,,,,,,,,
10/2/2025 12:15,104-09?,12:15:00 PM,10/1/2025,104.29,-0.03125,Wednesday,6:15:00 PM,,,,,,,,,
10/2/2025 12:20,104-09?,12:20:00 PM,10/1/2025,104.29,-0.03125,Wednesday,6:20:00 PM,,,,,,,,,
10/2/2025 12:25,104-09+,12:25:00 PM,10/1/2025,104.30,-0.02734375,Wednesday,6:25:00 PM,,,,,,,,,
10/2/2025 12:30,104-09+,12:30:00 PM,10/1/2025,104.30,-0.02734375,Wednesday,6:30:00 PM,,,,,,,,,
10/2/2025 12:35,104-09¾,12:35:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,6:35:00 PM,,,,,,,,,
10/2/2025 12:40,104-09¾,12:40:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,6:40:00 PM,,,,,,,,,
10/2/2025 12:45,104-09?,12:45:00 PM,10/1/2025,104.31,-0.015625,Wednesday,6:45:00 PM,,,,,,,,,
10/2/2025 12:50,104-10,12:50:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,6:50:00 PM,,,,,,,,,
10/2/2025 12:55,104-10,12:55:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,6:55:00 PM,,,,,,,,,
10/2/2025 13:00,104-09?,1:00:00 PM,10/1/2025,104.31,-0.015625,Wednesday,7:00:00 PM,,,,,,,,,
10/2/2025 13:05,104-09?,1:05:00 PM,10/1/2025,104.31,-0.015625,Wednesday,7:05:00 PM,,,,,,,,,
10/2/2025 13:10,104-09?,1:10:00 PM,10/1/2025,104.31,-0.015625,Wednesday,7:10:00 PM,,,,,,,,,
10/2/2025 13:15,104-09¾,1:15:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,7:15:00 PM,,,,,,,,,
10/2/2025 13:20,104-09¾,1:20:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,7:20:00 PM,,,,,,,,,
10/2/2025 13:25,104-09¾,1:25:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,7:25:00 PM,,,,,,,,,
10/2/2025 13:30,104-09¾,1:30:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,7:30:00 PM,,,,,,,,,
10/2/2025 13:35,104-09?,1:35:00 PM,10/1/2025,104.30,-0.0234375,Wednesday,7:35:00 PM,,,,,,,,,
10/2/2025 13:40,104-09?,1:40:00 PM,10/1/2025,104.30,-0.0234375,Wednesday,7:40:00 PM,,,,,,,,,
10/2/2025 13:45,104-09¾,1:45:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,7:45:00 PM,,,,,,,,,
10/2/2025 13:50,104-09¾,1:50:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,7:50:00 PM,,,,,,,,,
10/2/2025 13:55,104-09¾,1:55:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,7:55:00 PM,,,,,,,,,
10/2/2025 14:00,104-09¾,2:00:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,8:00:00 PM,,,,,,,,,
10/2/2025 14:05,104-09?,2:05:00 PM,10/1/2025,104.30,-0.0234375,Wednesday,8:05:00 PM,,,,,,,,,
10/2/2025 14:10,104-09?,2:10:00 PM,10/1/2025,104.30,-0.0234375,Wednesday,8:10:00 PM,,,,,,,,,
10/2/2025 14:15,104-09?,2:15:00 PM,10/1/2025,104.30,-0.0234375,Wednesday,8:15:00 PM,,,,,,,,,
10/2/2025 14:20,104-09¾,2:20:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,8:20:00 PM,,,,,,,,,
10/2/2025 14:25,104-09¾,2:25:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,8:25:00 PM,,,,,,,,,
10/2/2025 14:30,104-09¾,2:30:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,8:30:00 PM,,,,,,,,,
10/2/2025 14:35,104-09¾,2:35:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,8:35:00 PM,,,,,,,,,
10/2/2025 14:40,104-09¾,2:40:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,8:40:00 PM,,,,,,,,,
10/2/2025 14:45,104-09?,2:45:00 PM,10/1/2025,104.31,-0.015625,Wednesday,8:45:00 PM,,,,,,,,,
10/2/2025 14:50,104-09?,2:50:00 PM,10/1/2025,104.31,-0.015625,Wednesday,8:50:00 PM,,,,,,,,,
10/2/2025 14:55,104-09?,2:55:00 PM,10/1/2025,104.30,-0.0234375,Wednesday,8:55:00 PM,,,,,,,,,
10/2/2025 15:00,104-09¾,3:00:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,9:00:00 PM,,,,,,,,,
10/2/2025 15:05,104-10,3:05:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,9:05:00 PM,,,,,,,,,
10/2/2025 15:10,104-10,3:10:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,9:10:00 PM,,,,,,,,,
10/2/2025 15:15,104-09?,3:15:00 PM,10/1/2025,104.31,-0.015625,Wednesday,9:15:00 PM,,,,,,,,,
10/2/2025 15:20,104-09?,3:20:00 PM,10/1/2025,104.31,-0.015625,Wednesday,9:20:00 PM,,,,,,,,,
10/2/2025 15:25,104-09?,3:25:00 PM,10/1/2025,104.31,-0.015625,Wednesday,9:25:00 PM,,,,,,,,,
10/2/2025 15:30,104-09?,3:30:00 PM,10/1/2025,104.31,-0.015625,Wednesday,9:30:00 PM,,,,,,,,,
10/2/2025 15:35,104-09?,3:35:00 PM,10/1/2025,104.31,-0.015625,Wednesday,9:35:00 PM,,,,,,,,,
10/2/2025 15:40,104-09?,3:40:00 PM,10/1/2025,104.31,-0.015625,Wednesday,9:40:00 PM,,,,,,,,,
10/2/2025 15:45,104-09¾,3:45:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,9:45:00 PM,,,,,,,,,
10/2/2025 15:50,104-09?,3:50:00 PM,10/1/2025,104.31,-0.015625,Wednesday,9:50:00 PM,,,,,,,,,
10/2/2025 15:55,104-09?,3:55:00 PM,10/1/2025,104.30,-0.0234375,Wednesday,9:55:00 PM,,,,,,,,,
10/2/2025 16:00,104-09?,4:00:00 PM,10/1/2025,104.31,-0.015625,Wednesday,10:00:00 PM,,,,,,,,,
10/2/2025 16:05,104-09¾,4:05:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,10:05:00 PM,,,,,,,,,
10/2/2025 16:10,104-09¾,4:10:00 PM,10/1/2025,104.30,-0.01953125,Wednesday,10:10:00 PM,,,,,,,,,
10/2/2025 16:15,104-09?,4:15:00 PM,10/1/2025,104.31,-0.015625,Wednesday,10:15:00 PM,,,,,,,,,
10/2/2025 16:20,104-10,4:20:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,10:20:00 PM,,,,,,,,,
10/2/2025 16:25,104-09?,4:25:00 PM,10/1/2025,104.31,-0.015625,Wednesday,10:25:00 PM,,,,,,,,,
10/2/2025 16:30,104-10,4:30:00 PM,10/1/2025,104.31,-0.01171875,Wednesday,10:30:00 PM,,,,,,,,,
